"DSA1203 - Practical car test pass rates by age (17-25 year olds), year and DTC",,,,,,,,,,
,,,,,,,,,,
Time Period Captured,,2007/08,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,Numbers / Per cent
,,Male tests,,,Female tests ,,,Total tests,,
,,Conducted,Passes,Pass rate (%),Conducted,Passes,Pass rate (%),Conducted,Passes,Pass rate (%)
,,,,,,,,,,
Aberdeen North (Bridge of Don),,,,,,,,,,
Z Gainsborough (CLOSED),,,,,,,,,,
,17,247,127,51.41700405,143,70,48.95104895,390,197,50.51282051
,18,142,59,41.54929577,104,58,55.76923077,246,117,47.56097561
,19,47,18,38.29787234,76,31,40.78947368,123,49,39.83739837
,20,26,8,30.76923077,32,15,46.875,58,23,39.65517241
,21,26,14,53.84615385,26,13,50,52,27,51.92307692
,22,15,6,40,25,12,48,40,18,45
,23,21,7,33.33333333,25,10,40,46,17,36.95652174
,24,29,11,37.93103448,17,8,47.05882353,46,19,41.30434783
,25,11,6,54.54545455,11,6,54.54545455,22,12,54.54545455
Z Gateshead (Closed)Please use Gateshead MPTC,,,,,,,,,,
,17,160,75,46.875,102,49,48.03921569,262,124,47.32824427
,18,115,51,44.34782609,150,66,44,265,117,44.1509434
,19,48,23,47.91666667,70,30,42.85714286,118,53,44.91525424
,20,51,17,33.33333333,69,24,34.7826087,120,41,34.16666667
,21,31,20,64.51612903,42,18,42.85714286,73,38,52.05479452
,22,26,8,30.76923077,45,15,33.33333333,71,23,32.3943662
,23,33,18,54.54545455,39,14,35.8974359,72,32,44.44444444
,24,22,8,36.36363636,42,16,38.0952381,64,24,37.5
,25,12,8,66.66666667,23,11,47.82608696,35,19,54.28571429
Z Kettering (Closed),,,,,,,,,,
,17,436,261,59.86238532,300,162,54,736,423,57.47282609
,18,354,178,50.28248588,400,172,43,754,350,46.41909814
,19,168,66,39.28571429,220,95,43.18181818,388,161,41.49484536
,20,95,54,56.84210526,99,43,43.43434343,194,97,50
,21,66,33,50,92,33,35.86956522,158,66,41.7721519
,22,63,29,46.03174603,89,35,39.3258427,152,64,42.10526316
,23,41,20,48.7804878,76,28,36.84210526,117,48,41.02564103
,24,34,14,41.17647059,69,32,46.37681159,103,46,44.66019417
,25,33,19,57.57575758,46,24,52.17391304,79,43,54.43037975
Z Minehead (Closed),,,,,,,,,,
,17,173,121,69.94219653,148,90,60.81081081,321,211,65.73208723
,18,71,46,64.78873239,94,47,50,165,93,56.36363636
,19,31,16,51.61290323,52,32,61.53846154,83,48,57.8313253
,20,27,14,51.85185185,35,18,51.42857143,62,32,51.61290323
,21,18,12,66.66666667,17,9,52.94117647,35,21,60
,22,14,9,64.28571429,26,11,42.30769231,40,20,50
,23,9,6,66.66666667,17,10,58.82352941,26,16,61.53846154
,24,7,3,42.85714286,8,3,37.5,15,6,40
,25,8,5,62.5,11,8,72.72727273,19,13,68.42105263
Z Trowbridge (Closed),,,,,,,,,,
,17,835,488,58.44311377,775,425,54.83870968,1610,913,56.70807453
,18,479,266,55.53235908,491,255,51.93482688,970,521,53.71134021
,19,149,77,51.67785235,200,99,49.5,349,176,50.42979943
,20,136,78,57.35294118,131,60,45.80152672,267,138,51.68539326
,21,100,53,53,97,55,56.70103093,197,108,54.82233503
,22,106,54,50.94339623,91,43,47.25274725,197,97,49.23857868
,23,74,42,56.75675676,66,36,54.54545455,140,78,55.71428571
,24,79,43,54.43037975,61,24,39.3442623,140,67,47.85714286
,25,58,26,44.82758621,52,28,53.84615385,110,54,49.09090909
ZAberdeen (Altens) (closed),,,,,,,,,,
,17,509,322,63.26129666,351,211,60.11396011,860,533,61.97674419
,18,221,125,56.56108597,253,128,50.59288538,474,253,53.37552743
,19,112,63,56.25,141,61,43.26241135,253,124,49.01185771
,20,77,47,61.03896104,82,42,51.2195122,159,89,55.97484277
,21,64,36,56.25,72,34,47.22222222,136,70,51.47058824
,22,48,26,54.16666667,96,48,50,144,74,51.38888889
,23,48,26,54.16666667,65,29,44.61538462,113,55,48.67256637
,24,44,27,61.36363636,70,32,45.71428571,114,59,51.75438596
,25,45,29,64.44444444,60,36,60,105,65,61.9047619
ZAyr (CLOSED),,,,,,,,,,
,17,380,210,55.26315789,329,165,50.15197568,709,375,52.89139633
,18,183,93,50.81967213,138,70,50.72463768,321,163,50.7788162
,19,86,44,51.1627907,117,53,45.2991453,203,97,47.78325123
,20,57,27,47.36842105,74,39,52.7027027,131,66,50.38167939
,21,35,22,62.85714286,67,31,46.26865672,102,53,51.96078431
,22,48,20,41.66666667,40,15,37.5,88,35,39.77272727
,23,40,22,55,59,25,42.37288136,99,47,47.47474747
,24,33,14,42.42424242,60,24,40,93,38,40.86021505
,25,36,20,55.55555556,49,22,44.89795918,85,42,49.41176471
ZBLAIRGOWRIE (CLOSED),,,,,,,,,,
,17,79,51,64.55696203,41,22,53.65853659,120,73,60.83333333
,18,53,27,50.94339623,33,14,42.42424242,86,41,47.6744186
,19,11,9,81.81818182,12,4,33.33333333,23,13,56.52173913
,20,11,4,36.36363636,7,1,14.28571429,18,5,27.77777778
,21,11,3,27.27272727,10,5,50,21,8,38.0952381
ZBarry,,,,,,,,,,
,17,461,229,49.67462039,443,232,52.37020316,904,461,50.99557522
,18,227,102,44.9339207,212,102,48.11320755,439,204,46.46924829
,19,94,48,51.06382979,97,42,43.29896907,191,90,47.12041885
,20,50,26,52,58,24,41.37931034,108,50,46.2962963
,21,51,20,39.21568627,63,26,41.26984127,114,46,40.35087719
,22,57,32,56.14035088,72,34,47.22222222,129,66,51.1627907
,23,54,21,38.88888889,54,24,44.44444444,108,45,41.66666667
,24,40,23,57.5,40,17,42.5,80,40,50
,25,31,10,32.25806452,29,12,41.37931034,60,22,36.66666667
ZBexleyheath,,,,,,,,,,
,17,727,382,52.54470426,625,300,48,1352,682,50.44378698
,18,515,258,50.09708738,706,321,45.4674221,1221,579,47.42014742
,19,292,142,48.63013699,383,156,40.7310705,675,298,44.14814815
,20,200,84,42,261,115,44.06130268,461,199,43.1670282
,21,147,77,52.38095238,192,89,46.35416667,339,166,48.96755162
,22,135,59,43.7037037,195,65,33.33333333,330,124,37.57575758
,23,129,60,46.51162791,179,67,37.4301676,308,127,41.23376623
,24,98,53,54.08163265,132,63,47.72727273,230,116,50.43478261
,25,71,34,47.88732394,128,59,46.09375,199,93,46.73366834
ZBirmingham (Washwood Heath) CLOSED,,,,,,,,,,
,17,537,262,48.78957169,250,114,45.6,787,376,47.77636595
,18,649,274,42.21879815,521,204,39.15547025,1170,478,40.85470085
,19,460,204,44.34782609,520,162,31.15384615,980,366,37.34693878
,20,348,167,47.98850575,438,171,39.04109589,786,338,43.00254453
,21,288,123,42.70833333,368,117,31.79347826,656,240,36.58536585
,22,217,106,48.84792627,280,103,36.78571429,497,209,42.05231388
,23,230,103,44.7826087,297,100,33.67003367,527,203,38.5199241
,24,252,106,42.06349206,280,88,31.42857143,532,194,36.46616541
,25,229,104,45.41484716,296,93,31.41891892,525,197,37.52380952
ZBishop Auckland (CLOSED),,,,,,,,,,
,17,493,295,59.83772819,376,205,54.5212766,869,500,57.53739931
,18,292,137,46.91780822,387,188,48.57881137,679,325,47.86450663
,19,184,88,47.82608696,172,70,40.69767442,356,158,44.38202247
,20,102,65,63.7254902,81,31,38.27160494,183,96,52.45901639
,21,88,50,56.81818182,84,42,50,172,92,53.48837209
,22,88,46,52.27272727,51,25,49.01960784,139,71,51.07913669
,23,54,36,66.66666667,63,21,33.33333333,117,57,48.71794872
,24,50,29,58,57,34,59.64912281,107,63,58.87850467
,25,43,28,65.11627907,65,27,41.53846154,108,55,50.92592593
ZBradford (Eccleshill)(CLOSED),,,,,,,,,,
,17,652,270,41.41104294,379,161,42.48021108,1031,431,41.80407371
,18,739,302,40.86603518,751,257,34.22103862,1490,559,37.51677852
,19,362,154,42.54143646,469,157,33.47547974,831,311,37.42478941
,20,245,80,32.65306122,386,122,31.60621762,631,202,32.01267829
,21,223,81,36.32286996,342,101,29.53216374,565,182,32.21238938
,22,204,91,44.60784314,284,91,32.04225352,488,182,37.29508197
,23,187,72,38.5026738,256,88,34.375,443,160,36.11738149
,24,186,66,35.48387097,236,74,31.3559322,422,140,33.17535545
,25,168,73,43.45238095,247,67,27.12550607,415,140,33.73493976
ZBrighton,,,,,,,,,,
,17,376,188,50,292,148,50.68493151,668,336,50.2994012
,18,277,136,49.09747292,238,113,47.4789916,515,249,48.34951456
,19,142,60,42.25352113,163,62,38.03680982,305,122,40
,20,111,52,46.84684685,126,50,39.68253968,237,102,43.03797468
,21,84,35,41.66666667,152,65,42.76315789,236,100,42.37288136
,22,77,38,49.35064935,110,45,40.90909091,187,83,44.38502674
,23,60,26,43.33333333,85,35,41.17647059,145,61,42.06896552
,24,74,32,43.24324324,67,31,46.26865672,141,63,44.68085106
,25,45,22,48.88888889,64,33,51.5625,109,55,50.4587156
ZBristol (St George),,,,,,,,,,
,17,1070,626,58.5046729,906,475,52.42825607,1976,1101,55.71862348
,18,625,322,51.52,784,394,50.25510204,1409,716,50.81618169
,19,274,140,51.09489051,373,188,50.40214477,647,328,50.69551777
,20,170,90,52.94117647,223,103,46.18834081,393,193,49.10941476
,21,168,89,52.97619048,212,104,49.05660377,380,193,50.78947368
,22,143,66,46.15384615,192,82,42.70833333,335,148,44.17910448
,23,138,72,52.17391304,204,81,39.70588235,342,153,44.73684211
,24,106,55,51.88679245,154,66,42.85714286,260,121,46.53846154
,25,110,56,50.90909091,107,42,39.25233645,217,98,45.16129032
ZBroadstairs (Thanet),,,,,,,,,,
,17,494,269,54.4534413,367,203,55.3133515,861,472,54.81997677
,18,314,147,46.81528662,340,142,41.76470588,654,289,44.18960245
,19,126,56,44.44444444,148,64,43.24324324,274,120,43.79562044
,20,97,47,48.45360825,101,39,38.61386139,198,86,43.43434343
,21,92,51,55.43478261,99,42,42.42424242,191,93,48.69109948
,22,61,35,57.37704918,83,34,40.96385542,144,69,47.91666667
,23,46,28,60.86956522,86,37,43.02325581,132,65,49.24242424
,24,50,30,60,61,27,44.26229508,111,57,51.35135135
,25,34,18,52.94117647,63,33,52.38095238,97,51,52.57731959
ZBurton-On-Trent (CLOSED),,,,,,,,,,
,17,848,404,47.64150943,672,297,44.19642857,1520,701,46.11842105
,18,524,192,36.64122137,601,220,36.60565724,1125,412,36.62222222
,19,255,105,41.17647059,275,98,35.63636364,530,203,38.30188679
,20,165,55,33.33333333,150,61,40.66666667,315,116,36.82539683
,21,127,50,39.37007874,124,43,34.67741935,251,93,37.05179283
,22,134,59,44.02985075,105,38,36.19047619,239,97,40.58577406
,23,121,51,42.14876033,88,29,32.95454545,209,80,38.27751196
,24,87,33,37.93103448,79,33,41.7721519,166,66,39.75903614
,25,129,41,31.78294574,92,32,34.7826087,221,73,33.03167421
ZCarlisle,,,,,,,,,,
,17,730,441,60.4109589,712,385,54.07303371,1442,826,57.2815534
,18,332,171,51.5060241,433,194,44.80369515,765,365,47.7124183
,19,125,74,59.2,198,96,48.48484848,323,170,52.63157895
,20,73,39,53.42465753,128,53,41.40625,201,92,45.77114428
,21,97,50,51.54639175,110,47,42.72727273,207,97,46.85990338
,22,65,30,46.15384615,91,45,49.45054945,156,75,48.07692308
,23,42,25,59.52380952,87,44,50.57471264,129,69,53.48837209
,24,80,36,45,48,27,56.25,128,63,49.21875
,25,39,24,61.53846154,42,27,64.28571429,81,51,62.96296296
ZChester,,,,,,,,,,
,17,533,288,54.03377111,346,179,51.73410405,879,467,53.12855518
,18,271,127,46.86346863,291,121,41.58075601,562,248,44.12811388
,19,134,59,44.02985075,165,67,40.60606061,299,126,42.14046823
,20,95,43,45.26315789,115,48,41.73913043,210,91,43.33333333
,21,91,43,47.25274725,108,42,38.88888889,199,85,42.71356784
,22,84,40,47.61904762,104,45,43.26923077,188,85,45.21276596
,23,65,29,44.61538462,84,32,38.0952381,149,61,40.93959732
,24,73,26,35.61643836,84,35,41.66666667,157,61,38.85350318
,25,71,36,50.70422535,65,26,40,136,62,45.58823529
ZColwyn Bay,,,,,,,,,,
,17,377,175,46.41909814,264,121,45.83333333,641,296,46.17784711
,18,212,82,38.67924528,238,90,37.81512605,450,172,38.22222222
,19,113,48,42.47787611,123,47,38.21138211,236,95,40.25423729
,20,67,35,52.23880597,50,19,38,117,54,46.15384615
,21,58,17,29.31034483,85,28,32.94117647,143,45,31.46853147
,22,56,27,48.21428571,64,21,32.8125,120,48,40
,23,35,11,31.42857143,45,19,42.22222222,80,30,37.5
,24,37,17,45.94594595,55,15,27.27272727,92,32,34.7826087
,25,31,11,35.48387097,33,9,27.27272727,64,20,31.25
ZCongleton(CLOSED),,,,,,,,,,
,17,355,199,56.05633803,345,185,53.62318841,700,384,54.85714286
,18,216,101,46.75925926,264,128,48.48484848,480,229,47.70833333
,19,97,47,48.45360825,117,52,44.44444444,214,99,46.26168224
,20,54,25,46.2962963,53,28,52.83018868,107,53,49.53271028
,21,41,22,53.65853659,53,24,45.28301887,94,46,48.93617021
,22,35,18,51.42857143,31,14,45.16129032,66,32,48.48484848
,23,21,11,52.38095238,40,18,45,61,29,47.54098361
,24,18,10,55.55555556,9,3,33.33333333,27,13,48.14814815
,25,15,4,26.66666667,18,8,44.44444444,33,12,36.36363636
ZCupar (closed),,,,,,,,,,
,17,247,160,64.77732794,161,117,72.67080745,408,277,67.89215686
,18,88,53,60.22727273,108,60,55.55555556,196,113,57.65306122
,19,57,39,68.42105263,80,40,50,137,79,57.66423358
,20,25,18,72,49,22,44.89795918,74,40,54.05405405
,21,47,24,51.06382979,61,33,54.09836066,108,57,52.77777778
,22,33,23,69.6969697,39,25,64.1025641,72,48,66.66666667
,23,21,14,66.66666667,22,9,40.90909091,43,23,53.48837209
,24,16,5,31.25,20,9,45,36,14,38.88888889
,25,10,7,70,18,12,66.66666667,28,19,67.85714286
ZDorchester,,,,,,,,,,
,17,1458,887,60.83676269,1179,677,57.42154368,2637,1564,59.30982177
,18,628,340,54.14012739,721,378,52.42718447,1349,718,53.22461082
,19,248,149,60.08064516,271,139,51.29151292,519,288,55.49132948
,20,186,105,56.4516129,182,98,53.84615385,368,203,55.16304348
,21,149,88,59.06040268,164,88,53.65853659,313,176,56.23003195
,22,106,61,57.54716981,121,67,55.37190083,227,128,56.3876652
,23,98,53,54.08163265,114,62,54.38596491,212,115,54.24528302
,24,85,41,48.23529412,93,50,53.76344086,178,91,51.12359551
,25,53,40,75.47169811,81,38,46.91358025,134,78,58.20895522
ZDundee(CLOSED),,,,,,,,,,
,17,474,249,52.53164557,247,142,57.48987854,721,391,54.23023578
,18,381,184,48.29396325,290,147,50.68965517,671,331,49.32935917
,19,225,117,52,184,89,48.36956522,409,206,50.36674817
,20,144,72,50,131,62,47.32824427,275,134,48.72727273
,21,106,54,50.94339623,135,57,42.22222222,241,111,46.05809129
,22,94,50,53.19148936,102,44,43.1372549,196,94,47.95918367
,23,85,47,55.29411765,109,55,50.4587156,194,102,52.57731959
,24,78,42,53.84615385,103,45,43.68932039,181,87,48.06629834
,25,85,34,40,86,31,36.04651163,171,65,38.01169591
ZDurham (CLOSED),,,,,,,,,,
,17,695,389,55.97122302,615,314,51.05691057,1310,703,53.66412214
,18,421,199,47.26840855,474,223,47.0464135,895,422,47.15083799
,19,232,109,46.98275862,225,110,48.88888889,457,219,47.92122538
,20,155,80,51.61290323,197,102,51.77664975,352,182,51.70454545
,21,130,76,58.46153846,157,71,45.22292994,287,147,51.2195122
,22,94,50,53.19148936,159,68,42.7672956,253,118,46.64031621
,23,82,50,60.97560976,113,47,41.59292035,195,97,49.74358974
,24,48,28,58.33333333,79,42,53.16455696,127,70,55.11811024
,25,62,33,53.22580645,86,41,47.6744186,148,74,50
ZEdinburgh (Joppa)(Closed) use Edinburgh Musselbur,,,,,,,,,,
,17,402,220,54.72636816,317,168,52.99684543,719,388,53.96383866
,18,301,149,49.50166113,313,157,50.15974441,614,306,49.83713355
,19,190,86,45.26315789,209,91,43.54066986,399,177,44.36090226
,20,121,56,46.28099174,166,73,43.97590361,287,129,44.94773519
,21,117,57,48.71794872,115,55,47.82608696,232,112,48.27586207
,22,123,66,53.65853659,127,62,48.81889764,250,128,51.2
,23,86,39,45.34883721,129,59,45.73643411,215,98,45.58139535
,24,130,64,49.23076923,110,52,47.27272727,240,116,48.33333333
,25,106,50,47.16981132,125,57,45.6,231,107,46.32034632
ZFarnborough (Aldershot) (CLOSED),,,,,,,,,,
,17,1644,962,58.51581509,1568,834,53.18877551,3212,1796,55.91531756
,18,616,333,54.05844156,721,357,49.51456311,1337,690,51.60807779
,19,308,147,47.72727273,297,141,47.47474747,605,288,47.60330579
,20,197,114,57.8680203,209,98,46.88995215,406,212,52.21674877
,21,152,82,53.94736842,185,88,47.56756757,337,170,50.44510386
,22,132,64,48.48484848,147,74,50.34013605,279,138,49.46236559
,23,124,59,47.58064516,131,61,46.5648855,255,120,47.05882353
,24,112,59,52.67857143,133,64,48.12030075,245,123,50.20408163
,25,95,55,57.89473684,116,42,36.20689655,211,97,45.97156398
ZGlasgow (Mosspark) (CLOSED),,,,,,,,,,
,17,43,15,34.88372093,46,23,50,89,38,42.69662921
,18,32,17,53.125,39,16,41.02564103,71,33,46.47887324
,19,14,6,42.85714286,20,8,40,34,14,41.17647059
,20,8,3,37.5,15,9,60,23,12,52.17391304
,21,9,4,44.44444444,12,3,25,21,7,33.33333333
,22,6,2,33.33333333,15,5,33.33333333,21,7,33.33333333
,23,6,3,50,21,4,19.04761905,27,7,25.92592593
,24,7,2,28.57142857,7,1,14.28571429,14,3,21.42857143
,25,6,3,50,9,4,44.44444444,15,7,46.66666667
ZGravesend,,,,,,,,,,
,17,986,497,50.40567951,776,399,51.41752577,1762,896,50.85130533
,18,492,235,47.76422764,678,284,41.8879056,1170,519,44.35897436
,19,267,124,46.44194757,345,158,45.79710145,612,282,46.07843137
,20,173,81,46.82080925,172,57,33.13953488,345,138,40
,21,129,69,53.48837209,154,64,41.55844156,283,133,46.99646643
,22,132,65,49.24242424,164,75,45.73170732,296,140,47.2972973
,23,71,40,56.33802817,136,45,33.08823529,207,85,41.06280193
,24,76,46,60.52631579,90,36,40,166,82,49.39759036
,25,81,35,43.20987654,85,37,43.52941176,166,72,43.37349398
ZGreenford (Ruislip Road) (Closed),,,,,,,,,,
,17,230,129,56.08695652,135,70,51.85185185,365,199,54.52054795
,18,211,123,58.29383886,216,95,43.98148148,427,218,51.05386417
,19,180,88,48.88888889,201,95,47.26368159,381,183,48.03149606
,20,124,56,45.16129032,136,55,40.44117647,260,111,42.69230769
,21,105,60,57.14285714,126,48,38.0952381,231,108,46.75324675
,22,109,53,48.62385321,100,48,48,209,101,48.32535885
,23,101,45,44.55445545,115,48,41.73913043,216,93,43.05555556
,24,105,53,50.47619048,100,47,47,205,100,48.7804878
,25,108,46,42.59259259,102,43,42.15686275,210,89,42.38095238
ZHarrogate (Closed),,,,,,,,,,
,17,792,476,60.1010101,672,389,57.88690476,1464,865,59.08469945
,18,349,172,49.28366762,481,227,47.19334719,830,399,48.07228916
,19,176,89,50.56818182,168,84,50,344,173,50.29069767
,20,129,66,51.1627907,136,58,42.64705882,265,124,46.79245283
,21,86,49,56.97674419,109,45,41.28440367,195,94,48.20512821
,22,102,55,53.92156863,115,45,39.13043478,217,100,46.08294931
,23,95,46,48.42105263,124,55,44.35483871,219,101,46.11872146
,24,103,53,51.45631068,110,35,31.81818182,213,88,41.31455399
,25,77,36,46.75324675,94,36,38.29787234,171,72,42.10526316
ZHaverfordwest L + LGV (CLOSED),,,,,,,,,,
,17,315,180,57.14285714,309,173,55.98705502,624,353,56.57051282
,18,96,45,46.875,169,84,49.70414201,265,129,48.67924528
,19,52,24,46.15384615,70,27,38.57142857,122,51,41.80327869
,20,41,22,53.65853659,43,16,37.20930233,84,38,45.23809524
,21,43,22,51.1627907,62,22,35.48387097,105,44,41.9047619
,22,30,19,63.33333333,36,16,44.44444444,66,35,53.03030303
,23,24,14,58.33333333,42,14,33.33333333,66,28,42.42424242
,24,15,11,73.33333333,20,9,45,35,20,57.14285714
,25,24,12,50,36,15,41.66666667,60,27,45
ZHerne Bay,,,,,,,,,,
,17,582,278,47.76632302,469,214,45.62899787,1051,492,46.81255947
,18,414,168,40.57971014,476,176,36.97478992,890,344,38.65168539
,19,190,68,35.78947368,276,98,35.50724638,466,166,35.6223176
,20,103,36,34.95145631,206,72,34.95145631,309,108,34.95145631
,21,82,34,41.46341463,130,48,36.92307692,212,82,38.67924528
,22,82,39,47.56097561,98,34,34.69387755,180,73,40.55555556
,23,77,37,48.05194805,91,30,32.96703297,168,67,39.88095238
,24,60,31,51.66666667,74,33,44.59459459,134,64,47.76119403
,25,51,28,54.90196078,69,29,42.02898551,120,57,47.5
ZHessle (Closed),,,,,,,,,,
,17,284,150,52.81690141,186,88,47.31182796,470,238,50.63829787
,18,146,74,50.68493151,154,69,44.80519481,300,143,47.66666667
,19,73,35,47.94520548,66,31,46.96969697,139,66,47.48201439
,20,41,24,58.53658537,42,16,38.0952381,83,40,48.19277108
,21,33,16,48.48484848,42,18,42.85714286,75,34,45.33333333
,22,36,16,44.44444444,45,15,33.33333333,81,31,38.27160494
,23,29,17,58.62068966,30,13,43.33333333,59,30,50.84745763
,24,31,15,48.38709677,19,13,68.42105263,50,28,56
,25,14,6,42.85714286,14,5,35.71428571,28,11,39.28571429
ZHolyhead (Kingsland Road),,,,,,,,,,
,17,160,94,58.75,126,74,58.73015873,286,168,58.74125874
,18,97,48,49.48453608,75,44,58.66666667,172,92,53.48837209
,19,48,22,45.83333333,51,24,47.05882353,99,46,46.46464646
,20,19,12,63.15789474,26,11,42.30769231,45,23,51.11111111
,21,10,5,50,31,16,51.61290323,41,21,51.2195122
,22,14,6,42.85714286,24,8,33.33333333,38,14,36.84210526
,23,16,6,37.5,25,9,36,41,15,36.58536585
,24,9,6,66.66666667,15,10,66.66666667,24,16,66.66666667
,25,10,3,30,15,4,26.66666667,25,7,28
ZHove,,,,,,,,,,
,17,743,335,45.08748318,558,248,44.44444444,1301,583,44.81168332
,18,508,209,41.14173228,560,218,38.92857143,1068,427,39.98127341
,19,246,104,42.27642276,284,122,42.95774648,530,226,42.64150943
,20,159,69,43.39622642,207,84,40.57971014,366,153,41.80327869
,21,135,47,34.81481481,154,49,31.81818182,289,96,33.21799308
,22,111,49,44.14414414,112,42,37.5,223,91,40.80717489
,23,122,62,50.81967213,131,51,38.93129771,253,113,44.66403162
,24,115,47,40.86956522,119,40,33.61344538,234,87,37.17948718
,25,78,33,42.30769231,140,47,33.57142857,218,80,36.69724771
ZHull Closed (Please use Hull MPTC),,,,,,,,,,
,17,170,93,54.70588235,122,61,50,292,154,52.73972603
,18,105,53,50.47619048,121,55,45.45454545,226,108,47.78761062
,19,68,33,48.52941176,84,39,46.42857143,152,72,47.36842105
,20,47,26,55.31914894,57,33,57.89473684,104,59,56.73076923
,21,43,21,48.8372093,60,30,50,103,51,49.51456311
,22,38,22,57.89473684,40,21,52.5,78,43,55.12820513
,23,43,22,51.1627907,36,18,50,79,40,50.63291139
,24,35,19,54.28571429,34,15,44.11764706,69,34,49.27536232
,25,23,12,52.17391304,31,16,51.61290323,54,28,51.85185185
ZKeighley (CLOSED),,,,,,,,,,
,17,397,206,51.88916877,261,134,51.34099617,658,340,51.67173252
,18,324,162,50,322,141,43.78881988,646,303,46.90402477
,19,134,58,43.28358209,149,71,47.65100671,283,129,45.58303887
,20,102,47,46.07843137,98,48,48.97959184,200,95,47.5
,21,60,38,63.33333333,99,34,34.34343434,159,72,45.28301887
,22,91,41,45.05494505,100,37,37,191,78,40.83769634
,23,82,28,34.14634146,60,27,45,142,55,38.73239437
,24,68,36,52.94117647,94,32,34.04255319,162,68,41.97530864
,25,42,26,61.9047619,78,27,34.61538462,120,53,44.16666667
ZKidderminster (CLOSED),,,,,,,,,,
,17,1055,566,53.6492891,792,411,51.89393939,1847,977,52.89658906
,18,640,294,45.9375,696,319,45.83333333,1336,613,45.88323353
,19,308,150,48.7012987,323,151,46.74922601,631,301,47.70206022
,20,179,83,46.36871508,191,88,46.07329843,370,171,46.21621622
,21,167,78,46.70658683,177,73,41.24293785,344,151,43.89534884
,22,117,72,61.53846154,155,57,36.77419355,272,129,47.42647059
,23,95,50,52.63157895,92,36,39.13043478,187,86,45.98930481
,24,71,41,57.74647887,71,35,49.29577465,142,76,53.52112676
,25,93,43,46.23655914,70,33,47.14285714,163,76,46.62576687
ZKilmarnock,,,,,,,,,,
,17,356,169,47.47191011,254,124,48.81889764,610,293,48.03278689
,18,220,96,43.63636364,246,112,45.52845528,466,208,44.63519313
,19,107,42,39.25233645,100,38,38,207,80,38.647343
,20,71,35,49.29577465,72,27,37.5,143,62,43.35664336
,21,62,23,37.09677419,61,27,44.26229508,123,50,40.6504065
,22,52,22,42.30769231,43,20,46.51162791,95,42,44.21052632
,23,36,12,33.33333333,59,20,33.89830508,95,32,33.68421053
,24,38,15,39.47368421,36,11,30.55555556,74,26,35.13513514
,25,28,10,35.71428571,39,16,41.02564103,67,26,38.80597015
ZKings Lynn (Closed),,,,,,,,,,
,17,998,560,56.11222445,837,447,53.40501792,1835,1007,54.8773842
,18,427,208,48.71194379,472,216,45.76271186,899,424,47.16351502
,19,208,96,46.15384615,212,94,44.33962264,420,190,45.23809524
,20,123,61,49.59349593,100,55,55,223,116,52.01793722
,21,99,56,56.56565657,105,43,40.95238095,204,99,48.52941176
,22,87,49,56.32183908,89,47,52.80898876,176,96,54.54545455
,23,65,31,47.69230769,71,45,63.38028169,136,76,55.88235294
,24,73,35,47.94520548,55,30,54.54545455,128,65,50.78125
,25,40,26,65,50,25,50,90,51,56.66666667
ZKirkcaldy * (closed),,,,,,,,,,
,17,523,314,60.03824092,448,230,51.33928571,971,544,56.02471679
,18,319,151,47.3354232,356,174,48.87640449,675,325,48.14814815
,19,189,94,49.73544974,169,87,51.47928994,358,181,50.55865922
,20,116,55,47.4137931,92,45,48.91304348,208,100,48.07692308
,21,78,42,53.84615385,95,43,45.26315789,173,85,49.13294798
,22,81,37,45.67901235,82,37,45.12195122,163,74,45.39877301
,23,53,35,66.03773585,100,37,37,153,72,47.05882353
,24,45,22,48.88888889,102,49,48.03921569,147,71,48.29931973
,25,64,29,45.3125,56,29,51.78571429,120,58,48.33333333
ZLeicester (Welford Road) (CLOSED),,,,,,,,,,
,17,366,223,60.92896175,210,106,50.47619048,576,329,57.11805556
,18,366,195,53.27868852,414,196,47.34299517,780,391,50.12820513
,19,271,138,50.92250923,301,146,48.50498339,572,284,49.65034965
,20,177,102,57.62711864,241,91,37.7593361,418,193,46.1722488
,21,136,76,55.88235294,206,98,47.57281553,342,174,50.87719298
,22,128,67,52.34375,145,70,48.27586207,273,137,50.18315018
,23,138,69,50,165,76,46.06060606,303,145,47.85478548
,24,128,62,48.4375,137,69,50.3649635,265,131,49.43396226
,25,116,59,50.86206897,124,51,41.12903226,240,110,45.83333333
ZLincoln *,,,,,,,,,,
,17,861,441,51.2195122,697,325,46.62840746,1558,766,49.16559692
,18,496,226,45.56451613,569,261,45.86994728,1065,487,45.72769953
,19,237,95,40.08438819,266,117,43.98496241,503,212,42.1471173
,20,150,71,47.33333333,178,69,38.76404494,328,140,42.68292683
,21,113,57,50.44247788,174,76,43.67816092,287,133,46.34146341
,22,118,57,48.30508475,147,67,45.57823129,265,124,46.79245283
,23,106,45,42.45283019,154,59,38.31168831,260,104,40
,24,94,43,45.74468085,133,50,37.59398496,227,93,40.969163
,25,50,27,54,91,30,32.96703297,141,57,40.42553191
ZLouth (closed),,,,,,,,,,
,17,282,160,56.73758865,195,94,48.20512821,477,254,53.24947589
,18,130,55,42.30769231,128,66,51.5625,258,121,46.89922481
,19,35,23,65.71428571,53,19,35.8490566,88,42,47.72727273
